time_type,date,indicator,indicator_category,geography,group_name,group_category,estimate,sd,season
Weekly,1/13/2024,booster,boosted,Puerto Rico,Overall,Overall,9.6695,0.4123469387755102,2023/2024
Weekly,1/13/2024,booster,boosted,Rhode Island,Overall,Overall,28.972,1.4028061224489796,2023/2024
Weekly,1/13/2024,booster,boosted,South Carolina,Overall,Overall,14.5188,0.5012244897959184,2023/2024
Weekly,1/13/2024,booster,boosted,South Dakota,Overall,Overall,19.9721,0.6596428571428571,2023/2024
Weekly,1/13/2024,booster,boosted,Tennessee,Overall,Overall,14.5675,0.7654081632653061,2023/2024
Weekly,1/13/2024,booster,boosted,Texas,Overall,Overall,15.7188,0.7873469387755102,2023/2024
Weekly,1/13/2024,booster,boosted,Utah,Overall,Overall,18.3304,0.9220918367346939,2023/2024
Weekly,1/13/2024,booster,boosted,Vermont,Overall,Overall,37.7448,1.3718877551020408,2023/2024
Weekly,1/13/2024,booster,boosted,Virginia,Overall,Overall,22.6368,0.8395918367346938,2023/2024
Weekly,1/13/2024,booster,boosted,Washington,Overall,Overall,26.7574,1.043622448979592,2023/2024
Weekly,1/13/2024,booster,boosted,West Virginia,Overall,Overall,15.5188,0.5103571428571428,2023/2024
Weekly,1/13/2024,booster,boosted,Wisconsin,Overall,Overall,25.3691,0.9083673469387755,2023/2024
Weekly,1/13/2024,booster,boosted,Wyoming,Overall,Overall,14.8981,0.47025510204081633,2023/2024
Weekly,1/13/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,25.6057,0.8598469387755102,2023/2024
Weekly,1/13/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,23.0063,0.6062755102040815,2023/2024
Weekly,1/13/2024,booster,boosted,New York-New York City,Overall,Overall,18.7673,1.1519897959183674,2023/2024
Weekly,1/13/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.0398,0.7715306122448979,2023/2024
Weekly,1/13/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,21.3709,0.7844897959183674,2023/2024
Weekly,1/13/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.2344,0.5789285714285715,2023/2024
Weekly,1/13/2024,booster,boosted,Texas-Bexar County,Overall,Overall,17.2013,0.5430612244897959,2023/2024
Weekly,1/13/2024,booster,boosted,Texas-City of Houston,Overall,Overall,16.4725,0.5428061224489796,2023/2024
Weekly,1/13/2024,booster,boosted,Texas-Rest of State,Overall,Overall,15.6479,0.7601020408163266,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,18-29 years,9.0563,0.2779591836734694,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,30-39 years,12.8893,0.3081632653061224,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,40-49 years,15.9867,0.3945408163265306,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,50-64 years,23.1829,0.3952551020408164,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,65-74 years,36.295,0.6399489795918367,2023/2024
Weekly,1/20/2024,booster,boosted,National,Age,75+ years,36.7406,0.7213775510204081,2023/2024
Weekly,1/20/2024,booster,boosted,National,Disability Status,No,20.1226,0.19005102040816327,2023/2024
Weekly,1/20/2024,booster,boosted,National,Disability Status,Yes,20.5019,0.5128061224489796,2023/2024
Weekly,1/20/2024,booster,boosted,National,Gender Identity,Cisgender,20.1899,0.18020408163265308,2023/2024
Weekly,1/20/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,15.0522,1.3737244897959184,2023/2024
Weekly,1/20/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,23.1181,1.5405102040816328,2023/2024
Weekly,1/20/2024,booster,boosted,National,Health Insurance,Insured,21.9593,0.19785714285714284,2023/2024
Weekly,1/20/2024,booster,boosted,National,Health Insurance,Uninsured,7.4856,0.39005102040816325,2023/2024
Weekly,1/20/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,17.3348,0.20525510204081632,2023/2024
Weekly,1/20/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,7.1614,0.3881122448979592,2023/2024
Weekly,1/20/2024,booster,boosted,National,Overall,Overall,20.1597,0.17841836734693878,2023/2024
Weekly,1/20/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",18.1948,0.29637755102040814,2023/2024
Weekly,1/20/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",25.3752,0.3110204081632653,2023/2024
Weekly,1/20/2024,booster,boosted,National,Poverty Status,Below Poverty,12.7309,0.4178061224489796,2023/2024
Weekly,1/20/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,17.434,0.33071428571428574,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",11.4989,0.9823469387755103,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",19.2164,0.8524489795918367,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",16.4014,0.47285714285714286,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,Hispanic,13.0103,0.4139285714285714,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",16.8406,0.5471428571428572,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",14.894,2.0146938775510206,2023/2024
Weekly,1/20/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",23.5558,0.23535714285714285,2023/2024
Weekly,1/20/2024,booster,boosted,National,Sex,Female,21.9427,0.2553061224489796,2023/2024
Weekly,1/20/2024,booster,boosted,National,Sex,Male,18.358,0.2488265306122449,2023/2024
Weekly,1/20/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,17.2743,0.6296938775510204,2023/2024
Weekly,1/20/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,21.229,0.5916836734693878,2023/2024
Weekly,1/20/2024,booster,boosted,National,Sexual Orientation,Straight,20.2854,0.19459183673469388,2023/2024
Weekly,1/20/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),15.8893,0.3352551020408163,2023/2024
Weekly,1/20/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),20.6074,0.2548979591836735,2023/2024
Weekly,1/20/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,20.9081,0.30459183673469387,2023/2024
Weekly,1/20/2024,booster,boosted,Region 1,Overall,Overall,30.0952,0.600204082,2023/2024
Weekly,1/20/2024,booster,boosted,Region 10,Overall,Overall,25.7937,0.7048469387755102,2023/2024
Weekly,1/20/2024,booster,boosted,Region 2,Overall,Overall,19.5284,0.4300510204081633,2023/2024
Weekly,1/20/2024,booster,boosted,Region 3,Overall,Overall,23.6076,0.535204082,2023/2024
Weekly,1/20/2024,booster,boosted,Region 4,Overall,Overall,14.6939,0.34214285714285714,2023/2024
Weekly,1/20/2024,booster,boosted,Region 5,Overall,Overall,22.5746,0.38357142857142856,2023/2024
Weekly,1/20/2024,booster,boosted,Region 6,Overall,Overall,15.4454,0.46403061224489794,2023/2024
Weekly,1/20/2024,booster,boosted,Region 7,Overall,Overall,20.9494,0.5176020408163265,2023/2024
Weekly,1/20/2024,booster,boosted,Region 8,Overall,Overall,21.5847,0.4751530612244898,2023/2024
Weekly,1/20/2024,booster,boosted,Region 9,Overall,Overall,20.7396,0.5878061224489796,2023/2024
Weekly,1/20/2024,booster,boosted,Alabama,Overall,Overall,11.5072,0.4828571428571429,2023/2024
Weekly,1/20/2024,booster,boosted,Alaska,Overall,Overall,16.5241,0.7852551020408163,2023/2024
Weekly,1/20/2024,booster,boosted,Arizona,Overall,Overall,18.5229,0.693061224,2023/2024
Weekly,1/20/2024,booster,boosted,Arkansas,Overall,Overall,14.3587,0.6445918367346939,2023/2024
Weekly,1/20/2024,booster,boosted,California,Overall,Overall,21.1044,0.7029591836734693,2023/2024
Weekly,1/20/2024,booster,boosted,Colorado,Overall,Overall,25.6809,0.7332142857142857,2023/2024
Weekly,1/20/2024,booster,boosted,Connecticut,Overall,Overall,25.8485,1.5722448979591837,2023/2024
Weekly,1/20/2024,booster,boosted,Delaware,Overall,Overall,NA,NA,2023/2024
Weekly,1/20/2024,booster,boosted,District of Columbia,Overall,Overall,37.4209,0.7115816326530613,2023/2024
Weekly,1/20/2024,booster,boosted,Florida,Overall,Overall,14.5139,0.7976020408163265,2023/2024
Weekly,1/20/2024,booster,boosted,Georgia,Overall,Overall,13.6245,0.8106632653061224,2023/2024
Weekly,1/20/2024,booster,boosted,Hawaii,Overall,Overall,22.9038,0.7651020408163266,2023/2024
Weekly,1/20/2024,booster,boosted,Idaho,Overall,Overall,17.614,0.852295918,2023/2024
Weekly,1/20/2024,booster,boosted,Illinois,Overall,Overall,23.8847,0.5346938775510205,2023/2024
Weekly,1/20/2024,booster,boosted,Indiana,Overall,Overall,17.4459,0.6241836734693877,2023/2024
Weekly,1/20/2024,booster,boosted,Iowa,Overall,Overall,22.6176,0.960765306,2023/2024
Weekly,1/20/2024,booster,boosted,Kansas,Overall,Overall,19.5317,0.7313775510204081,2023/2024
Weekly,1/20/2024,booster,boosted,Kentucky,Overall,Overall,16.8292,0.7495918367346939,2023/2024
Weekly,1/20/2024,booster,boosted,Louisiana,Overall,Overall,10.4945,0.47658163265306125,2023/2024
Weekly,1/20/2024,booster,boosted,Maine,Overall,Overall,27.8005,0.7476020408163265,2023/2024
Weekly,1/20/2024,booster,boosted,Maryland,Overall,Overall,26.6505,0.9773469387755102,2023/2024
Weekly,1/20/2024,booster,boosted,Massachusetts,Overall,Overall,31.6038,0.7925,2023/2024
Weekly,1/20/2024,booster,boosted,Michigan,Overall,Overall,22.4757,0.9558163265306122,2023/2024
Weekly,1/20/2024,booster,boosted,Minnesota,Overall,Overall,32.1774,0.8042857142857143,2023/2024
Weekly,1/20/2024,booster,boosted,Mississippi,Overall,Overall,9.7067,0.6006632653061225,2023/2024
Weekly,1/20/2024,booster,boosted,Missouri,Overall,Overall,20.0038,0.8339795918367348,2023/2024
Weekly,1/20/2024,booster,boosted,Montana,Overall,Overall,21.0544,0.645561224,2023/2024
Weekly,1/20/2024,booster,boosted,Nebraska,Overall,Overall,20.5996,0.8069897959183674,2023/2024
Weekly,1/20/2024,booster,boosted,Nevada,Overall,Overall,16.5842,0.6950510204081634,2023/2024
Weekly,1/20/2024,booster,boosted,New Hampshire,Overall,Overall,27.5688,0.685204082,2023/2024
Weekly,1/20/2024,booster,boosted,New Jersey,Overall,Overall,21.0303,0.7434693877551021,2023/2024
Weekly,1/20/2024,booster,boosted,New Mexico,Overall,Overall,23.1614,0.7318877551020408,2023/2024
Weekly,1/20/2024,booster,boosted,New York,Overall,Overall,20.8259,0.6135714285714285,2023/2024
Weekly,1/20/2024,booster,boosted,North Carolina,Overall,Overall,19.048,0.6292857142857143,2023/2024
Weekly,1/20/2024,booster,boosted,North Dakota,Overall,Overall,17.4814,0.689438776,2023/2024
Weekly,1/20/2024,booster,boosted,Ohio,Overall,Overall,19.7465,0.9664285714285715,2023/2024
Weekly,1/20/2024,booster,boosted,Oklahoma,Overall,Overall,14.9632,0.5896938775510204,2023/2024
Weekly,1/20/2024,booster,boosted,Oregon,Overall,Overall,27.6914,0.8750000000000001,2023/2024
Weekly,1/20/2024,booster,boosted,Pennsylvania,Overall,Overall,22.4592,0.5687755102040817,2023/2024
Weekly,1/20/2024,booster,boosted,Puerto Rico,Overall,Overall,9.7063,0.4063775510204082,2023/2024
Weekly,1/20/2024,booster,boosted,Rhode Island,Overall,Overall,28.972,1.4028061224489796,2023/2024
Weekly,1/20/2024,booster,boosted,South Carolina,Overall,Overall,14.8075,0.5154591836734694,2023/2024
Weekly,1/20/2024,booster,boosted,South Dakota,Overall,Overall,20.5277,0.7440816326530612,2023/2024
Weekly,1/20/2024,booster,boosted,Tennessee,Overall,Overall,14.6089,0.7632142857142857,2023/2024
Weekly,1/20/2024,booster,boosted,Texas,Overall,Overall,15.7817,0.6525510204081633,2023/2024
Weekly,1/20/2024,booster,boosted,Utah,Overall,Overall,18.406,0.903469388,2023/2024
Weekly,1/20/2024,booster,boosted,Vermont,Overall,Overall,37.7448,1.3718877551020408,2023/2024
Weekly,1/20/2024,booster,boosted,Virginia,Overall,Overall,22.6368,0.8395918367346938,2023/2024
Weekly,1/20/2024,booster,boosted,Washington,Overall,Overall,26.7887,1.0435204081632654,2023/2024
Weekly,1/20/2024,booster,boosted,West Virginia,Overall,Overall,15.5542,0.4978571428571429,2023/2024
Weekly,1/20/2024,booster,boosted,Wisconsin,Overall,Overall,26.3482,1.1114795918367348,2023/2024
Weekly,1/20/2024,booster,boosted,Wyoming,Overall,Overall,14.8981,0.47025510204081633,2023/2024
Weekly,1/20/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,25.687,0.8594387755102042,2023/2024
Weekly,1/20/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,23.0065,0.5991836734693878,2023/2024
Weekly,1/20/2024,booster,boosted,New York-New York City,Overall,Overall,18.7673,1.1519897959183674,2023/2024
Weekly,1/20/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.3302,0.6845918367346939,2023/2024
Weekly,1/20/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,21.5461,0.7502551020408162,2023/2024
Weekly,1/20/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.2344,0.5789285714285715,2023/2024
Weekly,1/20/2024,booster,boosted,Texas-Bexar County,Overall,Overall,17.8643,0.6293367346938776,2023/2024
Weekly,1/20/2024,booster,boosted,Texas-City of Houston,Overall,Overall,17.0462,0.49887755102040815,2023/2024
Weekly,1/20/2024,booster,boosted,Texas-Rest of State,Overall,Overall,15.6479,0.7601020408163266,2023/2024
Weekly,1/27/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,21.6154,0.6333163265306123,2023/2024
Weekly,1/27/2024,booster,boosted,National,Sexual Orientation,Straight,20.6313,0.21627551020408164,2023/2024
Weekly,1/27/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),16.1166,0.36418367346938774,2023/2024
Weekly,1/27/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),20.9421,0.2702551020408163,2023/2024
Weekly,1/27/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,21.2704,0.3582142857142857,2023/2024
Weekly,1/27/2024,booster,boosted,Region 1,Overall,Overall,30.681,0.680765306,2023/2024
Weekly,1/27/2024,booster,boosted,Region 10,Overall,Overall,26.3059,0.68,2023/2024
Weekly,1/27/2024,booster,boosted,Region 2,Overall,Overall,19.8653,0.48459183673469386,2023/2024
Weekly,1/27/2024,booster,boosted,Region 3,Overall,Overall,24.0783,0.5928571428571429,2023/2024
Weekly,1/27/2024,booster,boosted,Region 4,Overall,Overall,14.7456,0.3430612244897959,2023/2024
Weekly,1/27/2024,booster,boosted,Region 5,Overall,Overall,22.7216,0.39173469387755105,2023/2024
Weekly,1/27/2024,booster,boosted,Region 6,Overall,Overall,15.4958,0.4654591836734694,2023/2024
Weekly,1/27/2024,booster,boosted,Region 7,Overall,Overall,21.1727,0.5337244897959184,2023/2024
Weekly,1/27/2024,booster,boosted,Region 8,Overall,Overall,22.1891,0.5867857142857142,2023/2024
Weekly,1/27/2024,booster,boosted,Region 9,Overall,Overall,21.3359,0.7228571428571429,2023/2024
Weekly,1/27/2024,booster,boosted,Alabama,Overall,Overall,11.7474,0.5395408163265307,2023/2024
Weekly,1/27/2024,booster,boosted,Alaska,Overall,Overall,16.5241,0.7852551020408163,2023/2024
Weekly,1/27/2024,booster,boosted,Arizona,Overall,Overall,19.748,0.7248979591836735,2023/2024
Weekly,1/27/2024,booster,boosted,Arkansas,Overall,Overall,14.3587,0.6445918367346939,2023/2024
Weekly,1/27/2024,booster,boosted,California,Overall,Overall,21.6214,0.8713265306122449,2023/2024
Weekly,1/27/2024,booster,boosted,Colorado,Overall,Overall,26.3722,0.8811734693877552,2023/2024
Weekly,1/27/2024,booster,boosted,Connecticut,Overall,Overall,26.2977,1.6371938775510204,2023/2024
Weekly,1/27/2024,booster,boosted,Delaware,Overall,Overall,23.6402,0.7083673469387756,2023/2024
Weekly,1/27/2024,booster,boosted,District of Columbia,Overall,Overall,37.4209,0.7115816326530613,2023/2024
Weekly,1/27/2024,booster,boosted,Florida,Overall,Overall,14.5283,0.7977551020408163,2023/2024
Weekly,1/27/2024,booster,boosted,Georgia,Overall,Overall,13.6245,0.8106632653061224,2023/2024
Weekly,1/27/2024,booster,boosted,Hawaii,Overall,Overall,22.9038,0.7651020408163266,2023/2024
Weekly,1/27/2024,booster,boosted,Idaho,Overall,Overall,17.614,0.852295918,2023/2024
Weekly,1/27/2024,booster,boosted,Illinois,Overall,Overall,24.322,0.6043877551020409,2023/2024
Weekly,1/27/2024,booster,boosted,Indiana,Overall,Overall,17.7736,0.7051530612244898,2023/2024
Weekly,1/27/2024,booster,boosted,Iowa,Overall,Overall,22.6176,0.960765306,2023/2024
Weekly,1/27/2024,booster,boosted,Kansas,Overall,Overall,19.5317,0.7313775510204081,2023/2024
Weekly,1/27/2024,booster,boosted,Kentucky,Overall,Overall,16.8292,0.7495918367346939,2023/2024
Weekly,1/27/2024,booster,boosted,Louisiana,Overall,Overall,10.4945,0.47658163265306125,2023/2024
Weekly,1/27/2024,booster,boosted,Maine,Overall,Overall,27.9763,0.768061224,2023/2024
Weekly,1/27/2024,booster,boosted,Maryland,Overall,Overall,26.6505,0.9773469387755102,2023/2024
Weekly,1/27/2024,booster,boosted,Massachusetts,Overall,Overall,32.4689,1.021938775510204,2023/2024
Weekly,1/27/2024,booster,boosted,Michigan,Overall,Overall,22.4757,0.9558163265306122,2023/2024
Weekly,1/27/2024,booster,boosted,Minnesota,Overall,Overall,32.1774,0.8042857142857143,2023/2024
Weekly,1/27/2024,booster,boosted,Mississippi,Overall,Overall,9.9635,0.654795918,2023/2024
Weekly,1/27/2024,booster,boosted,Missouri,Overall,Overall,20.0038,0.8339795918367348,2023/2024
Weekly,1/27/2024,booster,boosted,Montana,Overall,Overall,21.275,0.6659183673469388,2023/2024
Weekly,1/27/2024,booster,boosted,Nebraska,Overall,Overall,21.7513,0.8543877551020409,2023/2024
Weekly,1/27/2024,booster,boosted,Nevada,Overall,Overall,16.5842,0.6950510204081634,2023/2024
Weekly,1/27/2024,booster,boosted,New Hampshire,Overall,Overall,28.2369,0.789795918,2023/2024
Weekly,1/27/2024,booster,boosted,New Jersey,Overall,Overall,21.2973,0.79,2023/2024
Weekly,1/27/2024,booster,boosted,New Mexico,Overall,Overall,23.98,1.0156122448979592,2023/2024
Weekly,1/27/2024,booster,boosted,New York,Overall,Overall,21.2416,0.5855102040816327,2023/2024
Weekly,1/27/2024,booster,boosted,North Carolina,Overall,Overall,19.048,0.6292857142857143,2023/2024
Weekly,1/27/2024,booster,boosted,North Dakota,Overall,Overall,17.4814,0.689438776,2023/2024
Weekly,1/27/2024,booster,boosted,Ohio,Overall,Overall,19.7465,0.9664285714285715,2023/2024
Weekly,1/27/2024,booster,boosted,Oklahoma,Overall,Overall,14.9632,0.5896938775510204,2023/2024
Weekly,1/27/2024,booster,boosted,Oregon,Overall,Overall,28.3528,0.7563265306122449,2023/2024
Weekly,1/27/2024,booster,boosted,Pennsylvania,Overall,Overall,22.4592,0.5687755102040817,2023/2024
Weekly,1/27/2024,booster,boosted,Puerto Rico,Overall,Overall,9.7063,0.4063775510204082,2023/2024
Weekly,1/27/2024,booster,boosted,Rhode Island,Overall,Overall,28.972,1.4028061224489796,2023/2024
Weekly,1/27/2024,booster,boosted,South Carolina,Overall,Overall,15.0418,0.5416836734693878,2023/2024
Weekly,1/27/2024,booster,boosted,South Dakota,Overall,Overall,20.5277,0.7440816326530612,2023/2024
Weekly,1/27/2024,booster,boosted,Tennessee,Overall,Overall,14.6089,0.7632142857142857,2023/2024
Weekly,1/27/2024,booster,boosted,Texas,Overall,Overall,15.7951,0.6527040816326531,2023/2024
Weekly,1/27/2024,booster,boosted,Utah,Overall,Overall,19.4306,1.3655102040816327,2023/2024
Weekly,1/27/2024,booster,boosted,Vermont,Overall,Overall,37.7448,1.3718877551020408,2023/2024
Weekly,1/27/2024,booster,boosted,Virginia,Overall,Overall,22.6368,0.8395918367346938,2023/2024
Weekly,1/27/2024,booster,boosted,Washington,Overall,Overall,27.957,1.0713775510204082,2023/2024
Weekly,1/27/2024,booster,boosted,West Virginia,Overall,Overall,16.1722,0.6144387755102041,2023/2024
Weekly,1/27/2024,booster,boosted,Wisconsin,Overall,Overall,26.3482,1.1114795918367348,2023/2024
Weekly,1/27/2024,booster,boosted,Wyoming,Overall,Overall,14.8981,0.47025510204081633,2023/2024
Weekly,1/27/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,26.5502,1.031887755102041,2023/2024
Weekly,1/27/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,23.3294,0.680561224,2023/2024
Weekly,1/27/2024,booster,boosted,New York-New York City,Overall,Overall,18.7673,1.1519897959183674,2023/2024
Weekly,1/27/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.3302,0.6845918367346939,2023/2024
Weekly,1/27/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,22.1908,0.8852040816326531,2023/2024
Weekly,1/27/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.2344,0.5789285714285715,2023/2024
Weekly,1/27/2024,booster,boosted,Texas-Bexar County,Overall,Overall,17.8643,0.6293367346938776,2023/2024
Weekly,1/27/2024,booster,boosted,Texas-City of Houston,Overall,Overall,17.0462,0.49887755102040815,2023/2024
Weekly,1/27/2024,booster,boosted,Texas-Rest of State,Overall,Overall,15.6479,0.7601020408163266,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,18-29 years,9.193,0.29061224489795917,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,30-39 years,13.1373,0.32877551020408163,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,40-49 years,16.3246,0.43770408163265306,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,50-64 years,23.5948,0.3710204081632653,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,65-74 years,36.677,0.6536734693877551,2023/2024
Weekly,1/27/2024,booster,boosted,National,Age,75+ years,37.2507,0.7679591836734695,2023/2024
Weekly,1/27/2024,booster,boosted,National,Disability Status,No,20.4821,0.21122448979591837,2023/2024
Weekly,1/27/2024,booster,boosted,National,Disability Status,Yes,20.587,0.5160204081632653,2023/2024
Weekly,1/27/2024,booster,boosted,National,Gender Identity,Cisgender,20.5258,0.19903061224489796,2023/2024
Weekly,1/27/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,15.0522,1.3737244897959184,2023/2024
Weekly,1/27/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,23.2964,1.550969387755102,2023/2024
Weekly,1/27/2024,booster,boosted,National,Health Insurance,Insured,22.3367,0.21933673469387754,2023/2024
Weekly,1/27/2024,booster,boosted,National,Health Insurance,Uninsured,7.4931,0.3901020408163265,2023/2024
Weekly,1/27/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,17.6941,0.23627551020408163,2023/2024
Weekly,1/27/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,7.1691,0.3881632653061225,2023/2024
Weekly,1/27/2024,booster,boosted,National,Overall,Overall,20.4892,0.19653061224489796,2023/2024
Weekly,1/27/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",18.5693,0.36775510204081635,2023/2024
Weekly,1/27/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",25.7865,0.3355612244897959,2023/2024
Weekly,1/27/2024,booster,boosted,National,Poverty Status,Below Poverty,12.888,0.4353061224489796,2023/2024
Weekly,1/27/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,17.6619,0.34234693877551026,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",12.0316,1.1186734693877551,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",19.3524,0.863265306,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",17.0887,0.7500510204081633,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,Hispanic,13.0705,0.4161734693877551,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",16.9585,0.5536224489795918,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",14.894,2.0146938775510206,2023/2024
Weekly,1/27/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",23.9467,0.2514795918367347,2023/2024
Weekly,1/27/2024,booster,boosted,National,Sex,Female,22.3892,0.29602040816326536,2023/2024
Weekly,1/27/2024,booster,boosted,National,Sex,Male,18.5698,0.25704081632653064,2023/2024
Weekly,1/27/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,17.3492,0.6336734693877552,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,18-29 years,9.2826,0.2598979591836735,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,30-39 years,13.7128,0.33403061224489794,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,40-49 years,16.793,0.40801020408163263,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,50-64 years,23.5948,0.3710204081632653,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,65-74 years,36.8529,0.5619387755102041,2023/2024
Weekly,2/3/2024,booster,boosted,National,Age,75+ years,38.7887,0.7723979591836735,2023/2024
Weekly,2/3/2024,booster,boosted,National,Disability Status,No,20.6294,0.1823469387755102,2023/2024
Weekly,2/3/2024,booster,boosted,National,Disability Status,Yes,22.0739,0.5281632653061225,2023/2024
Weekly,2/3/2024,booster,boosted,National,Gender Identity,Cisgender,20.8038,0.17744897959183673,2023/2024
Weekly,2/3/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,7.4843,0.3660714285714286,2023/2024
Weekly,2/3/2024,booster,boosted,National,Overall,Overall,20.7752,0.17576530612244898,2023/2024
Weekly,2/3/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",19.1029,0.3235204081632653,2023/2024
Weekly,2/3/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",26.07,0.29964285714285716,2023/2024
Weekly,2/3/2024,booster,boosted,National,Poverty Status,Below Poverty,13.791,0.44801020408163267,2023/2024
Weekly,2/3/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,17.9364,0.33071428571428574,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",13.4126,1.2509183673469388,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",20.3899,0.8817857142857143,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",17.5852,0.5102040816326531,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,Hispanic,13.9008,0.42392857142857143,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",17.7951,0.5702551020408163,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",17.4412,2.5169897959183674,2023/2024
Weekly,2/3/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",24.0479,0.22658163265306122,2023/2024
